http://society.people.com.cn/n1/2022/0530/c1008-32433954.html,6月，这些新规将影响你我生活,湿地保护有了强有力的法治保障，有针对性地解决社会生活噪声突出问题，固体饮料质量安全监管加强......6月，这些新规实施，将影响你我生活。                                                                                                                          
http://society.people.com.cn/n1/2022/0530/c1008-32433295.html,措施贴心  招聘省心  求职暖心（千方百计稳定和扩大就业②）,     程小鹏盯着眼前滚动播放企业信息的电子屏幕，看着自己期待薪资与企业待遇对比的柱状图表，心里不停盘算，选择哪个活儿好一些。 在山西运城市盐湖区零工市场服务大厅里，每天都有不少像他这样的求职者。有的在忙着询问前台工作人员，有的在自助服务机上注册求职信息，有的在智能招聘位上和企业沟通待遇，有的在饮水区喝水歇脚。 程小鹏今年33岁，是一个灵活就业人员。“找工作再也不用风吹雨淋了。”程小鹏说，过去大家在马路上找活儿干，一旁的摩托车、自行车横七竖八挨在一起，堵塞交通不说，找的活儿还不靠谱。 2020年，由当地政府设立，人力资源和社会保障局主导的零工市场成立。宽敞明亮的大厅为他们提供了一个遮风避雨的场所。在前台注册信息后，工作人员就会帮忙匹配合适的工作，还可以通过智慧就业服务平台让大数据自动进行精准匹配。 “只需放置身份证扫描，应聘人员的信息便直接传到后台，同时，求职者可以通过大屏幕了解企业的相关信息。”盐湖区公共就业和人才交流服务中心工作人员闫军勇介绍，目前，盐湖区的各个乡镇都设置了就业自助服务机，让就业信息畅通到基层。求职者用手机就能随时登录人力资源网查看。 运城人李娜也是零工市场的受益者。通过运城零工市场组织的企业对接活动，李娜找到了一份在江苏南通的工作，在一家电动工具厂做巡检工。“我和许多同乡姐妹们一起来工作。”李娜说：“食宿有保障，工资按时发放，还有我们老家的有关部门人员驻厂，放心！” 步入零工市场服务大厅，能看到12个智能招聘位，每个座位背后都有专属的电子屏幕，桌子上放置着可以连接屏幕的平板电脑，供企业宣讲招聘。“每年我们都会组织‘就业援助月’‘春风行动’‘企业专场招聘会’等招聘会，为重点群体提供更多岗位机会。同时优化硬件环境，做到招聘全程‘无纸化’。”闫军勇说。 目前，盐湖区零工市场开设有国内输出部、国外务工部、高端就业部、零工对接部、校企合作部、技能提升部等6个部门，集人事代理、职业介绍、劳动维权、信息咨询等多项功能，全链条为灵活就业人员服务。   “就业指导、岗位对接、政策咨询……这里是求职创业者的加油站。”车载喇叭播报着招聘职位，车载大屏幕滚动着岗位信息，一辆宣传车开进黑龙江省齐齐哈尔市龙沙区五福玛村的集市中央，市人社部门的职业指导师们走下车，一摞摞就业指导册上，200多个岗位信息分门别类地罗列着。 “这工作给交社保吗？”“就地创业有啥补贴？”村民们聚拢过来，问题一一得到解答。 据了解，齐齐哈尔市成立了人力资源协会，集聚劳务派遣、就业服务、技能培训等领域的企业及组织，握指成拳，为求职者提供全面、细分、精准的就业指导服务。在人社部门的组织下，人力资源协会等就业服务机构常态化开展这样的“就业服务进基层专项活动”，每年针对全市重点社区、村屯举办200余场次活动。 齐齐哈尔市人社局公共就业服务科科长李晓峰介绍，活动之前，各村级劳动保障协理员已对就业困难人员进行调研，人社部门结合这些求职者的专业技能、求职需求、地域偏好形成需求清单，再深入全市50多家用工单位进行调研，甄选岗位形成岗位清单，进行两张清单间的精准对接。同时，专业指导人员还时不时进村入户，提供“一对一”就业指导等更有针对性的服务。 “一次进村‘面对面’，线上持续‘心连心’，岗位有哪些？如何选企业？怎样应聘？坐在家里就能了解到。”黑龙江省人社厅公共就业服务处处长于宏伟介绍，今年是黑龙江省第三届“春风行动”云聘会，人社部门会同发改、教育等16个部门，整合政策资讯和专家资源“云”端发力，精准化开展“乡村振兴”“高校毕业生”“灵活就业”等专场云聘会和就业指导云直播，目前已开展各类主题云聘会1817场次。 “前段时间在县里四处找活儿，奔波了一个多月，但大多数工作不需要技术，工资也低。”之前工作的外省工厂春节后迟迟不能开工，友谊乡登科村脱贫户敖军从村部拿来就业指导册，扫码关注起就业指导云直播，“公众号隔三差五就推直播预告，省里、市里、县里都时不时开展就业指导。职业选择规划、面试表达训练、简历修改制作……这些知识帮了我大忙！” 通过云聘会发布的联系方式，敖军选择到齐齐哈尔益海嘉里产业园争取一个心仪的岗位。几经培训的他知道要“做足功课”：不仅提前了解了企业文化和项目规划，还将自己的职业规划与之结合。“他在面试中很好地展示了自己的技能水平和经验，我们十分认可。”产业园人力资源专员王宏飞说。 截至3月底，黑龙江省内各级就业服务机构已开展直播政策宣讲及就业指导123场次，观看人次达18.87万。据统计，通过开展系列活动，实施精准就业服务，今年一季度，黑龙江省城镇新增就业同比增长6.2%；全省农民工返岗复工率超八成，农村劳动力转移就业实现劳务收入294.6亿元，同比增长2.4%。   “定下7名博士，招聘进展顺利！”黄忠喜喜笑颜开。 去年底，江西国轩新能源科技有限公司成立研究院，公司给院长黄忠喜压下担子——2022年，招聘20名博士。“在宜春，一个普通地级市，一个公司一年要引进这么多博士，谈何容易？”走马上任的第一天，黄忠喜就感到不小的压力。 好在宜春的就业服务机构帮了他不少忙。“主动询问人才需求、多方联系协调、去省内外高校招聘……忙前忙后，他们没少花心思。”黄忠喜说。 “首先要摸清企业的人才需求，再建立服务清单，实施用工保障计划，为产业发展提供人才支撑。”宜春市就业创业服务中心副主任李俊春表示：“国轩高科需要采矿、安全等专业人才约300名；江西升华需要化学工程、无机材料等专业人才30至40名……今年全市锂电产业需要技能人才5000名左右。”李俊春的办公桌上，摆放着一份全市锂电新能源企业专业人才需求表，“今年就拿着这份表干！” “围绕重点产业链企业的用人需求，我们精准定位，摸清劳动力和企业用工家底，减少供需不匹配的矛盾；拓宽渠道，重点推动人岗精准匹配；组织专项行动，建立用工服务专员挂点联系重点企业机制。”江西省就业创业服务中心主任郭锦亮介绍。 除此以外，江西还实施职业技能提升行动，针对重点产业开展专项职业技能培训。制定职业培训需求指导目录，对参加培训并取得职业资格证书的人员进行补贴；支持企业实行“招工即招生、入企即入校、企校双师联合培养”企业新型学徒制……在赣州市南康区，城发家具产业智能制造有限责任公司去年参加了区人社部门组织的专业技能人才培训，尝到甜头，正着手安排今年的两期近40名新型学徒制培训，重点学习自动化等智能制造知识。“员工素质提高了，产品质量提升了，生产效率也上来了。”公司负责人说。 “近3年来，江西共为省重点产业49个急需急缺职业（工种）培训劳动者7.6万人，发放职业培训补贴8300余万元。”郭锦亮介绍，“十四五”期间，江西将针对14个重点产业链开展“企业下单、培训机构接单、劳动者点单、政府买单”重点产业专项职业技能培训，为产业链企业培养更多高素质技能劳动者。                                                                                                                       
http://finance.people.com.cn/n1/2022/0530/c1004-32434148.html,八部门联合倡议：支持青年科技人才全面发展, 《倡议》提出，要关心青年科技人才所思所想。建设网上科技工作者之家、科技人才信息平台、“一站式”服务平台等党和政府联系青年科技人才的线上平台，健全思想状况调查机制，及时准确把握思想动态；开通心理咨询服务热线，为青年科技人才提供心理辅导和压力舒缓；帮助解决好青年科技人才在创新创业、婚恋交友、老人赡养、子女教育等方面的操心事、烦心事，切实维护其合法权益。 要大力弘扬科学家精神。扩大科学大师名校宣传工程、学风传承行动等项目支持力度和覆盖范围，提高“最美科技工作者”“最美教师”“大国工匠”等典型宣传中的青年科技人才比例，引导青年科技人才厚植家国情怀，坚定创新自信，弘扬优良学风，扣好学术生涯“第一粒扣子”，把个人理想和科学追求融入建设社会主义现代化国家的伟大事业中。 要激励青年人才脱颖而出。完善优秀青年科技人才全链条培养体系，加大国家重大人才计划、科技项目、科研基金对青年科技人才的支持力度，进一步增加青年人才托举工程资助数量；加强部委联动，实施表彰奖励提升计划，发挥好中国青年科技奖、中国青年女科学家奖、中国青少年科技创新奖等表彰奖励的典型示范作用；鼓励社会力量设立青年科技人才奖项，促进青年才俊奔涌而出。 要营造良好创新生态。倡导“亲清”师承关系，破除“圈子”文化，反对导师在学生独立开展的论文、项目和研究中“挂名”；倡导用人单位完善以创新价值、能力、贡献为导向的科技人才评价机制，杜绝简单以论文数量、人才“帽子”、科技奖励和项目承担经历为决定性依据的评价；落实科研人员减负专项行动，破除“官本位”传统思维，改变“填表式”管理模式，解决评估检查多、会议多、报销难等问题，让青年科技人才把主要精力投入科技创新和研发活动。 要强化组织建设和平台支撑。各级学会主动吸纳青年会员，支持优秀青年科技人才在学会任职；加强对新型研发机构、创新联合体、企业研发中心、科技型中小企业等科技组织中青年科技人才的联系服务和工作覆盖；强化青年科学家学术沙龙、博士生学术年会等青年学术交流品牌，切实提高青年科技人才在各类学术交流中的参会比例和发言名额；鼓励支持青年科技人才以所学所研开展科技志愿服务，在服务社会中受教育、增才干、作贡献。 要拓宽国际视野。坚持面向世界、面向未来，支持更多青年科技人才积极融入全球创新网络，深度参与全球科技治理，鲜明提出中国科技界的创新主张和道义值守；支持更多青年科技人才积极加入国际科技组织并发挥作用，在国际交流中当好“科技使者”，讲好中国故事，发出中国声音，大踏步走向世界科技舞台中央。                                                                                                                     
http://finance.people.com.cn/n1/2022/0530/c1004-32433246.html,山东努力塑造高质量发展新优势,本报济南5月29日电（记者徐锦庚、侯琳良）山东省邹平市，拆除2个老旧厂房，腾出680亩土地，一个年产1700万件铝产品的基地拔地而起。“去年10月以来，基地同国内外20余家汽车生产商达成合作，5个项目正开足马力生产，能耗、碳排放较之前均下降90%以上，产值有望达到之前的10倍。”魏桥创业集团副总经理黄平义介绍。 像这样的“腾笼换鸟”，是山东省加快经济新旧动能转换的一个缩影。 “要坚持腾笼换鸟、凤凰涅槃的思路，推动产业优化升级，推动创新驱动发展”“在增强经济社会发展创新力上走在前”……党的十八大以来，习近平总书记多次到山东考察调研，为山东经济发展定向领航。殷殷嘱托催人奋进，山东持之以恒推进“三个坚决”——坚决淘汰落后产能，坚决改造提升传统动能，坚决培育壮大新动能，大力发展“四新”经济，做强做优做大“十强”产业，全省经济正加快提质增效。 2018年以来，山东累计治理“散乱污”企业11万多家，化工园区由199个压减至84个，完成粗钢产量、焦炭产能压减任务，整合退出地炼产能2352万吨，整合转移炼油产能780万吨。 阵痛之后迎来新生：2021年，山东实现地区生产总值8.3万亿元，同比增长8.3%，其中“四新”经济增加值占比达31.7%，比2017年提高10个百分点。 创新驱动发展，山东奋力走在前：山东拥有198家国家企业技术中心，数量全国第一；国家发改委公布的第一批66个国家级战略性新兴产业集群名单中，山东有7个新兴产业集群入选，位居全国第一；工信部公布的全国六批次制造业单项冠军名单中，山东制造业单项冠军企业达109家，位居全国第一；2018年以来山东实施投资500万元以上技改项目3.8万个，投资规模居全国首位；山东正在争创的国家新型工业化产业示范基地达30家，数量位居全国第一…… 今年以来，山东统筹疫情防控和经济社会发展，一季度全省生产总值19926.8亿元，同比增长5.2%。其中，新能源汽车产量增长217.6%，工业机器人产量增长217.8%。“前者折射山东经济的绿色底色，后者展现山东智造的强大实力。”山东省政府相关负责人说。 青岛实施城市更新三年攻坚行动，加快建设“活力海洋之都、精彩宜人之城”；菏泽锚定千亿级生物医药产业；枣庄实施“工业强市、产业兴市”，全力打造中国北方“锂电之都”……眼下，山东各地切实贯彻落实新发展理念，不断增强经济社会发展创新力，奋力迈向高质量发展。 5月28日开幕的山东省第十二次党代会提出，纵深推进新旧动能转换，全面提升传统产业，强力突破新兴产业，集中做强先进制造业，培育壮大数字动能，塑造高质量发展新优势。今后5年，山东经济将全面提质增效，人均生产总值达到11万元，“四新”经济增加值占比达到40%以上。“我们要坚持以习近平新时代中国特色社会主义思想为指导，深入贯彻落实习近平总书记对山东工作的重要指示要求，牢记嘱托走在前，勇担使命开新局，奋力在高质量发展上蹚出一条路子。”山东省委主要负责同志说。                                                                                                                    
http://finance.people.com.cn/n1/2022/0530/c1004-32434164.html,油价迎年内第九次上调 部分地区92号汽油再进“9元时代”, 制图：申佳平 人民网北京5月30日电 （记者申佳平）今日24时国内油价将迎来年内第九次上涨，国内部分地区的92号汽油再次进入“9元时代”。 据国家发展改革委官网显示，根据近期国际市场油价变化情况，按照现行成品油价格形成机制，自2022年5月30日24时起，国内汽、柴油价格（标准品，下同）每吨分别提高400元和390元。全国平均来看：92号汽油每升上调0.31元；95号汽油每升上调0.33元。按一般家用汽车油箱50L容量估测，加满一箱92号汽油，将多花15.5元。 国家发展改革委表示，中石油、中石化、中海油三大公司要组织好成品油生产和调运，确保市场稳定供应，严格执行国家价格政策。各地相关部门要加大市场监督检查力度，严厉查处不执行国家价格政策的行为，维护正常市场秩序。消费者可通过12315平台举报价格违法行为。  图片来源：国家发展改革委官网                                                                                                                    
http://finance.people.com.cn/n1/2022/0530/c1004-32433733.html,全国“三夏”大规模小麦机收全面展开 各地已开设农机转运绿色通道2600余条,人民网北京5月30日电 （记者王仁宏）据农业农村部消息，截至5月28日，全国已收获冬小麦面积3798万亩，日机收面积678万亩，四川麦收进入尾声，湖北进度过八成，河南、安徽进入集中收获期、进度过一成，江苏、陕西、山西等省陆续开镰，标志着全国“三夏”大规模小麦机收全面展开。 5月27日，中央农办主任、农业农村部部长唐仁健主持召开部常务会议。会议强调，要深刻领会今年粮食稳产增产对于稳物价、稳预期、稳大局的特殊重要意义，切实抓好“三夏”生产各项工作，全力保障夏粮机收正常开展，夺取夏粮丰收，抓紧抓实夏种夏管，夯实全年粮食丰收基础，为保供稳价防通胀、稳住经济大盘提供有力支撑。                                                                                                                     
http://finance.people.com.cn/n1/2022/0530/c1004-32434188.html,首批140个科学家精神教育基地发布,新华社北京5月30日电（记者温竞华）5月30日是第六个“全国科技工作者日”。在中国科协、科技部30日举办的2022年全国科技工作者日主场活动上，中国科协、教育部、科技部等7部门联合发布了首批科学家精神教育基地名单。 经过初评、终评和公示等程序，中国科技馆、钱学森故居、袁隆平杂交水稻科学园、李四光纪念馆、澳门科学馆等140个单位入选2022年度科学家精神教育基地，覆盖30个省区市和澳门特别行政区，建设期至2026年。科学家精神教育基地电子导览地图也同步上线，为公众和青少年提供“一站式”科学家精神教育体验。 科学家精神教育基地是展示、宣传在中国共产党领导的各个历史时期，为科技进步、民生改善、国家发展作出重要贡献的科学家个人和团队先进事迹，具备教育功能的示范性场所。 今年3月，中国科协联合教育部、科技部、国务院国资委、中国科学院、中国工程院、国防科工局6部门启动了2022年度科学家精神教育基地认定工作。截至5月13日，共有473家单位申报科学家精神教育基地，申报单位类型包括科技馆、国家重点实验室、重大科技工程纪念馆（遗迹）、科技类人物纪念馆和故居、科研院所、学校和科技企业等。 按照要求，入选的科学家精神教育基地要常规开展特色学习教育活动，并结合本单位特色，在重要时间节点开展特色鲜明、讲求实效、形式多样的科学家精神系列教育活动，能够与区域中小学校、高校院所、科技社团及企事业单位建立合作关系，提供多种科学家精神教育服务。 中国科协将设立专项活动工作经费资助科学家精神教育基地开展特色展览和活动。条件成熟后，适时建设科学家精神教育基地资源共享平台，支撑基地协同发展，支持鼓励基地通过组建区域联盟等形式开展联合行动，形成品牌效应。 中国科协等7部门共同组建的“中国科学家精神宣讲团”同日宣布成立，并启动“进高校、进院所、进企业”宣讲活动。有关部门将以此为抓手，广泛动员优质资源和有效力量，努力推动构建广覆盖、高质量的科学家精神宣讲体系，力求实现科学家精神宣传教育常态化、长效化、社会化。                                                                                                                    
http://world.people.com.cn/n1/2022/0530/c1002-32434215.html,王毅：中国和太平洋岛国的全面战略伙伴关系必将行稳致远,新华社苏瓦5月30日电（记者张永兴 郭鑫惠）当地时间5月30日，国务委员兼外长王毅同斐济总理兼外长姆拜尼马拉马在苏瓦共同主持第二次中国－太平洋岛国外长会。 王毅表示，相互尊重是中国发展同太平洋岛国关系的准则，共同发展是中国开展同太平洋岛国合作的目标。为推动双方关系前行，更好造福人民，中方将从六个方面作出努力： 一是政治上加强沟通。中方一向主张，国家不分大小、强弱、贫富，一律平等。太平洋岛国有实现和平发展繁荣的权利，人民有追求美好生活的自由，前途命运只能由岛国自己掌握。中国发展同岛国关系从不干涉岛国内政，从不谋取所谓“势力范围”。 二是发展上携手并进。中方愿同岛国共同落实全球发展倡议，推动如期实现2030年可持续发展议程。中方将继续向岛国提供力所能及的经济发展援助，将共建“一带一路”同太平洋岛国地区合作倡议和各岛国国家发展战略加强对接，深化基础设施、农林渔业、能源矿产、信息通讯、电子商务等领域互利合作，支持岛国农产品等优质特色产品扩大对华出口。 三是抗疫上鼎力相助。中方将为“中国－太平洋岛国抗疫合作基金”提供支持，愿继续向岛国提供疫苗、检测试剂、防护设备等抗疫物资。中方将充分发挥中国－太平洋岛国应急物资储备库作用，并将在岛国设立分库。 四是气变上率先行动。气候变化是太平洋岛国面临的最现实、最紧迫挑战，中方将继续在南南合作框架下为岛国增强应对气候变化能力提供帮助和支持，通过中国－太平洋岛国应对气候变化合作中心向岛国提供应对气变物资，为岛国培训气变领域人才。中方将继续支持太平洋区域环境规划署开展工作，愿共同呼吁发达国家率先提升行动力度，尽快兑现资金承诺。 五是人文上交流互鉴。中方将全面落实2020年至2025年向太平洋岛国提供2500个政府奖学金名额、3000个研修研讨名额。中国鲁班工坊将向岛国提供首批20个职业技术教育留学生名额。将加强同岛国地方对口合作，实施新一批民生项目，中国广东省未来5年将视疫情派遣10批医疗队、5至10批文艺团组赴岛国巡诊、访演。 六是国际上团结协作。中方愿同岛国加强在联合国等多边机构中的协调配合，坚持真正的多边主义，共同维护发展中国家尤其是中小国家的正当权益。秉持共同、综合、合作、可持续的安全观，共同促进南太地区乃至世界的和平、安全和稳定。中方呼吁域内外国家以实际行动维护以《不扩散核武器条约》为基石的国际核不扩散体系，切实尊重以《南太平洋无核区条约》为核心的南太无核区，保护好蓝色太平洋。 王毅强调，中方将继续倾听岛国和岛国人民的心声，尊重岛国地区既有合作机制和安排。只要本着相互尊重、平等相待、互利合作、开放包容的原则继续努力，中国和太平洋岛国的全面战略伙伴关系必将行稳致远，结出更多硕果，造福岛国人民。                                                                                                                          
http://finance.people.com.cn/n1/2022/0530/c1004-32433920.html,雨水频现高温反复 近期天气形势为何如此复杂？听听专家怎么说,人民网北京5月30日电 （记者余璐）近日，全国多地同时出现暴雨高温等多种天气形势，引人关注。造成复杂天气形势的成因为何，是否异常，应重点关注哪些地区，如何有效应对？为此，人民网记者采访了中央气象台首席预报员陈涛。  陈涛表示，目前全国天气形势较为复杂，其中降雨主要集中在新疆西部、贵州至长江中下游及东北地区等三个区域；高温天气区域范围在华北南部、黄淮等地；大雾出现在黄海大部海域。 “根据灾害性天气预报趋势及不利影响，中央气象台近期发布了大雾黄色预警、高温黄色预警、暴雨蓝色预警、强对流天气蓝色预警、橙色山洪灾害气象预警和地质灾害气象风险预警，这也是中央气象台今年以来首次出现六个预警同时生效的情况，的确比较少见。”陈涛说。  此轮南方降雨过程形成原因是什么？陈涛介绍，主要受南下冷空气与副热带高压外围偏南暖湿气流交汇影响，冷暖空气“碰撞”有利于水汽抬升成云致雨；东北地区降雨、对流与东北冷涡相关；新疆南疆西部地区的强降雨则与中亚低涡天气系统持续影响密切相关。 北方高温天气产生的原因，从天气尺度上看主要是华北、黄淮地区受高空西北下沉气流控制，天空晴朗少云，午后日照辐射强导致白天近地面气温快速升温；此外，河南南部、河北西南部等地处于太行山背风坡一带，焚风效应明显，也会加剧气温上升趋势。 跟以往相比，目前北方高温和南方降雨的情况是否异常？陈涛谈到，与往年相比，北方高温和南方降雨的情况并不算异常。以华北高温极端值为例，5月中下旬高温极端值可以达到42℃以上，但从目前情况来看，极端高温值不明显。另外北方地区过去一段时间有弱冷空气活动，导致高温天气持续时间也不够长，表现为阶段性高温特征，尚未达到持续性异常的特征。 “南方受近期多次降水过程影响，降水量整体较常年同期偏多，但大部地区降水分布尚在正常天气气候特征范围内，从日雨量、多日累积雨量看极端性特征并不明显。”陈涛补充说。  据预测，南方降雨将在31日短暂停歇，6月1日起又将重新增强发展。北方高温天气在5月30日有所缓解，但6月上旬高温天气又将有所发展。东北地区和新疆南疆西部地区降雨时段主要在5月29日至30日。 陈涛提醒，南方地区未来一周降水仍然较多，土壤饱和度高，局地地质灾害、山洪灾害气象风险等级高，要警惕降水次生灾害的发生，城市需要短时强降水引起的内涝风险；山区需要警惕山洪、滑坡、泥石流等灾害风险，做好应对准备。目前新疆地区的降水过程具有一定极端性特征，单日、累计降水量或超过历史同期极值，山洪、泥石流灾害气象风险较大，要做好风险应对准备。 此外，现在已经到了雷电高发季节，还要做好雷电防护措施，雷雨天气时不要停留在高楼平台，在户外要远离建筑物外露的导电设备，不要在大树下躲避雷雨。对于大雾影响地区，机场、高速公路、轮渡码头要采取相应措施，保障交通安全。                                                                                                                    
http://finance.people.com.cn/n1/2022/0530/c1004-32434204.html,注意！6月1日起铁路客票预售期调整为15天,人民网北京5月30日电 （记者王连香）据中国国家铁路集团消息，为全面贯彻中央稳住经济大盘部署要求，进一步适应旅客出行需要，根据疫情防控最新情况，铁路部门决定自2022年6月1日起，将铁路客票预售期调整为15天（含当天）。 同时，根据客流回暖趋势，铁路部门精准实施“一日一图”，在严格落实疫情防控措施的基础上，动态灵活安排运力，适时加开旅客列车，相关车票实时发售。 铁路部门提示，请广大旅客朋友及时关注铁路12306网站、客户端、微信和车站公告。                                                                                                                    
